plate	gene	heat95	minutes	plateRemark	well	absBlue	absYellow
CP00035	N	TRUE	40		B10	1.12000000476837	1.03159999847412
CP00035	N	TRUE	40		B11	1.08959996700287	0.95389997959137
CP00035	N	TRUE	40		B12	1.31939995288849	0.817900002002716
CP00035	N	TRUE	40		C1	1.13129997253418	1.02470004558563
CP00035	N	TRUE	40		C2	1.1139999628067	1.06309998035431
CP00035	N	TRUE	40		C3	1.12360000610352	0.991800010204315
CP00035	N	TRUE	40		C4	1.0673999786377	1.01409995555878
CP00035	N	TRUE	40		C5	1.23769998550415	0.773100018501282
CP00035	N	TRUE	40		C6	1.37170004844666	0.856199979782105
CP00035	N	TRUE	40		C7	1.10230004787445	1.01600003242493
CP00035	N	TRUE	40		C8	1.3827999830246	0.872699975967407
CP00035	N	TRUE	40		C9	1.11960005760193	1.00380003452301
CP00035	N	TRUE	40		C10	1.12709999084473	0.966300010681152
CP00035	N	TRUE	40		C11	1.32299995422363	0.831399977207184
CP00035	N	TRUE	40		C12	1.10280001163483	1.01289999485016
CP00035	N	TRUE	40		D1	1.13549995422363	1.01400005817413
CP00035	N	TRUE	40		D2	1.16989994049072	1.05589997768402
CP00035	N	TRUE	40		D3	1.15090000629425	1.04729998111725
CP00035	N	TRUE	40		D4	1.10699999332428	1.13909995555878
CP00035	N	TRUE	40		D5	1.06449997425079	1.08980000019073
CP00035	N	TRUE	40		D6	1.08609998226166	1.1496000289917
CP00035	N	TRUE	40		D7	1.16270005702972	1.04069995880127
CP00035	N	TRUE	40		D8	1.07980000972748	1.11899995803833
CP00035	N	TRUE	40		D9	1.0925999879837	1.12899994850159
CP00035	N	TRUE	40		D10	1.11839997768402	1.14419996738434
CP00035	N	TRUE	40		D11	1.2007999420166	1.00339996814728
CP00035	N	TRUE	40		D12	1.14209997653961	1.00300002098084
CP00035	N	TRUE	40		E1	1.16960000991821	1.02009999752045
CP00035	N	TRUE	40		E2	1.15279996395111	1.01830005645752
CP00035	N	TRUE	40		E3	1.16519999504089	1.01090002059937
CP00035	N	TRUE	40		E4	1.13039994239807	1.10669994354248
CP00035	N	TRUE	40		E5	1.11269998550415	1.05139994621277
CP00035	N	TRUE	40		E6	1.14209997653961	1.07389998435974
CP00035	N	TRUE	40		E7	1.1657999753952	0.987999975681305
CP00035	N	TRUE	40		E8	1.15260004997253	1.0061000585556
CP00035	N	TRUE	40		E9	1.14800000190735	1.0657000541687
CP00035	N	TRUE	40		E10	1.15330004692078	1.00469994544983
CP00035	N	TRUE	40		E11	1.16659998893738	1.06560003757477
CP00035	N	TRUE	40		E12	1.34010004997253	0.842400014400482
CP00035	N	TRUE	40		F1	1.37979996204376	0.846300005912781
CP00035	N	TRUE	40		F2	1.36160004138947	0.846800029277802
CP00035	N	TRUE	40		F3	1.12810003757477	1.08050000667572
CP00035	N	TRUE	40		F4	1.12880003452301	1.19939994812012
CP00035	N	TRUE	40		F5	1.09409999847412	1.16830003261566
CP00035	N	TRUE	40		F6	1.17279994487762	1.06029999256134
CP00035	N	TRUE	40		F7	1.38999998569489	0.876299977302551
CP00035	N	TRUE	40		F8	1.18280005455017	1.02600002288818
CP00035	N	TRUE	40		F9	1.11710000038147	1.1143000125885
CP00035	N	TRUE	40		F10	1.15489995479584	1.06990003585815
CP00035	N	TRUE	40		F11	1.18359994888306	0.972000002861023
CP00035	N	TRUE	40		F12	1.16100001335144	1.10810005664825
CP00035	N	TRUE	40		G1	1.17610001564026	1.07229995727539
CP00035	N	TRUE	40		G2	1.1521999835968	1.10109996795654
CP00035	N	TRUE	40		G3	1.19410002231598	1.05780005455017
CP00035	N	TRUE	40		G4	1.18589997291565	1.12999999523163
CP00035	N	TRUE	40		G5	1.14769995212555	1.03419995307922
CP00035	N	TRUE	40		G6	1.17460000514984	1.05449998378754
CP00035	N	TRUE	40		G7	1.17050004005432	1.08430004119873
CP00035	N	TRUE	40		G8	1.1710000038147	1.08350002765656
CP00035	N	TRUE	40		G9	1.2039999961853	1.09130001068115
CP00035	N	TRUE	40		G10	1.18439996242523	1.02219998836517
CP00035	N	TRUE	40		G11	1.380499958992	0.870000004768372
CP00035	N	TRUE	40		G12	1.15240001678467	1.0547000169754
CP00035	N	TRUE	40		H1	1.19079995155334	1.0592999458313
CP00035	N	TRUE	40		H2	1.17120003700256	1.05850005149841
CP00035	N	TRUE	40		H3	1.19480001926422	1.08749997615814
CP00035	N	TRUE	40		H4	1.17509996891022	1.21029996871948
CP00035	N	TRUE	40		H5	1.12600004673004	1.14909994602203
CP00035	N	TRUE	40		H6	1.1411999464035	1.20420002937317
CP00035	N	TRUE	40		H7	1.21650004386902	1.08870005607605
CP00035	N	TRUE	40		H8	1.15880000591278	1.17960000038147
CP00035	N	TRUE	40		H9	1.16499996185303	1.20459997653961
CP00035	N	TRUE	40		H10	1.16110002994537	1.17750000953674
CP00035	N	TRUE	40		H11	1.24059998989105	1.0378999710083
CP00035	N	TRUE	40		H12	1.19140005111694	1.04390001296997
CP00035	N	TRUE	30		A1	1.11199998855591	0.968100011348725
CP00035	N	TRUE	30		A2	1.13719999790192	1.01209998130798
CP00035	N	TRUE	30		A3	1.12670004367828	0.970499992370606
CP00035	N	TRUE	30		A4	1.29680001735687	0.812699973583221
CP00035	N	TRUE	30		A5	1.05060005187988	0.992999970912933
CP00035	N	TRUE	30		A6	1.08249998092651	0.988099992275238
CP00035	N	TRUE	30		A7	1.15279996395111	0.960300028324127
CP00035	N	TRUE	30		A8	1.19669997692108	1.03180003166199
CP00035	N	TRUE	30		A9	1.05630004405975	0.98470002412796
CP00035	N	TRUE	30		A10	1.08309996128082	0.948300004005432
CP00035	N	TRUE	30		A11	1.10080003738403	1.01139998435974
CP00035	N	TRUE	30		A12	1.30250000953674	0.818499982357025
CP00035	N	TRUE	30		B1	1.29610002040863	0.799300014972687
CP00035	N	TRUE	30		B2	1.21710002422333	0.794900000095367
CP00035	N	TRUE	30		B3	1.06470000743866	1.0168000459671
CP00035	N	TRUE	30		B4	1.04770004749298	1.10479998588562
CP00035	N	TRUE	30		B5	1.0789999961853	1.15079998970032
CP00035	N	TRUE	30		B6	1.09990000724792	0.982400000095367
CP00035	N	TRUE	30		B7	1.24049997329712	0.749800026416779
CP00035	N	TRUE	30		B8	1.17270004749298	1.00899994373322
CP00035	N	TRUE	30		B9	1.25740003585815	0.781499981880188
CP00035	N	TRUE	30		B10	1.12390005588532	1.04209995269775
CP00035	N	TRUE	30		B11	1.08870005607605	0.955799996852875
CP00035	N	TRUE	30		B12	1.23909997940063	0.7810999751091
CP00035	N	TRUE	30		C1	1.12730002403259	1.03069996833801
CP00035	N	TRUE	30		C2	1.10839998722076	1.06529998779297
CP00035	N	TRUE	30		C3	1.12000000476837	0.996100008487701
CP00035	N	TRUE	30		C4	1.06400001049042	1.01579999923706
CP00035	N	TRUE	30		C5	1.15160000324249	0.834299981594086
CP00035	N	TRUE	30		C6	1.31610000133514	0.832400023937225
CP00035	N	TRUE	30		C7	1.105299949646	1.02789998054504
CP00035	N	TRUE	30		C8	1.34070003032684	0.858699977397919
CP00035	N	TRUE	30		C9	1.13230001926422	1.02810001373291
CP00035	N	TRUE	30		C10	1.12539994716644	0.970099985599518
CP00035	N	TRUE	30		C11	1.29009997844696	0.818599998950958
CP00035	N	TRUE	30		C12	1.10140001773834	1.01670002937317
CP00035	N	TRUE	30		D1	1.13329994678497	1.01629996299744
CP00035	N	TRUE	30		D2	1.17990005016327	1.07630002498627
CP00035	N	TRUE	30		D3	1.16260004043579	1.06669998168945
CP00035	N	TRUE	30		D4	1.10500001907349	1.13960003852844
CP00035	N	TRUE	30		D5	1.06180000305176	1.08980000019073
CP00035	N	TRUE	30		D6	1.08619999885559	1.15339994430542
CP00035	N	TRUE	30		D7	1.16690003871918	1.05040001869202
CP00035	N	TRUE	30		D8	1.09210002422333	1.13329994678497
CP00035	N	TRUE	30		D9	1.10140001773834	1.14289999008179
CP00035	N	TRUE	30		D10	1.12880003452301	1.15859997272491
CP00035	N	TRUE	30		D11	1.21259999275208	1.02129995822907
CP00035	N	TRUE	30		D12	1.14610004425049	1.00720000267029
CP00035	N	TRUE	30		E1	1.16690003871918	1.02260005474091
CP00035	N	TRUE	30		E2	1.15559995174408	1.02569997310638
CP00035	N	TRUE	30		E3	1.16460001468658	1.01479995250702
CP00035	N	TRUE	30		E4	1.1356999874115	1.11230003833771
CP00035	N	TRUE	30		E5	1.1143000125885	1.05540001392365
CP00035	N	TRUE	30		E6	1.14040005207062	1.07630002498627
CP00035	N	TRUE	30		E7	1.16750001907349	0.992999970912933
CP00035	N	TRUE	30		E8	1.15559995174408	1.01259994506836
CP00035	N	TRUE	30		E9	1.14950001239777	1.07210004329681
CP00035	N	TRUE	30		E10	1.1554000377655	1.01119995117188
CP00035	N	TRUE	30		E11	1.19000005722046	1.09710001945496
CP00035	N	TRUE	30		E12	1.30429995059967	0.822200000286102
CP00035	N	TRUE	30		F1	1.35389995574951	0.837999999523163
CP00035	N	TRUE	30		F2	1.33229994773865	0.844299972057343
CP00035	N	TRUE	30		F3	1.12860000133514	1.0842000246048
CP00035	N	TRUE	30		F4	1.13199996948242	1.20340001583099
CP00035	N	TRUE	30		F5	1.09630000591278	1.17120003700256
CP00035	N	TRUE	30		F6	1.1739000082016	1.06400001049042
CP00035	N	TRUE	30		F7	1.36930000782013	0.874599993228912
CP00035	N	TRUE	30		F8	1.19000005722046	1.03310000896454
CP00035	N	TRUE	30		F9	1.1220999956131	1.12030005455017
CP00035	N	TRUE	30		F10	1.1584000587463399	1.07369995117188
CP00035	N	TRUE	30		F11	1.16859996318817	1.03410005569458
CP00035	N	TRUE	30		F12	1.16369998455048	1.11210000514984
CP00035	N	TRUE	30		G1	1.17809998989105	1.08089995384216
CP00035	N	TRUE	30		G2	1.15499997138977	1.10769999027252
CP00035	N	TRUE	30		G3	1.19410002231598	1.06110000610352
CP00035	N	TRUE	30		G4	1.20640003681183	1.15470004081726
CP00035	N	TRUE	30		G5	1.16540002822876	1.06299996376038
CP00035	N	TRUE	30		G6	1.18700003623962	1.07239997386932
CP00035	N	TRUE	30		G7	1.17519998550415	1.09119999408722
CP00035	N	TRUE	30		G8	1.17850005626678	1.09070003032684
CP00035	N	TRUE	30		G9	1.21119999885559	1.10109996795654
CP00035	N	TRUE	30		G10	1.18519997596741	1.02639997005463
CP00035	N	TRUE	30		G11	1.35409998893738	0.861199975013733
CP00035	N	TRUE	30		G12	1.15269994735718	1.06149995326996
CP00035	N	TRUE	30		H1	1.1956000328064	1.07130002975464
CP00035	N	TRUE	30		H2	1.17040002346039	1.06379997730255
CP00035	N	TRUE	30		H3	1.21360003948212	1.11629998683929
CP00035	N	TRUE	30		H4	1.19179999828339	1.23339998722076
CP00035	N	TRUE	30		H5	1.12929999828339	1.1541999578476
CP00035	N	TRUE	30		H6	1.15499997138977	1.22360002994537
CP00035	N	TRUE	30		H7	1.22399997711182	1.10000002384186
CP00035	N	TRUE	30		H8	1.16970002651215	1.19459998607636
CP00035	N	TRUE	30		H9	1.17289996147156	1.21619999408722
CP00035	N	TRUE	30		H10	1.1742000579834	1.19309997558594
CP00035	N	TRUE	30		H11	1.26240003108978	1.06700003147125
CP00035	N	TRUE	30		H12	1.19410002231598	1.0485999584198
CP00035	N	TRUE	20		A1	1.11210000514984	0.978999972343445
CP00035	N	TRUE	20		A2	1.14530003070831	1.03050005435944
CP00035	N	TRUE	20		A3	1.13680005073547	0.982100009918213
CP00035	N	TRUE	20		A4	1.16680002212524	0.850600004196167
CP00035	N	TRUE	20		A5	1.05200004577637	0.998499989509583
CP00035	N	TRUE	20		A6	1.07809996604919	1.01460003852844
CP00035	N	TRUE	20		A7	1.15279996395111	0.965799987316132
CP00035	N	TRUE	20		A8	1.20650005340576	1.04180002212524
CP00035	N	TRUE	20		A9	1.06050002574921	0.988499999046326
CP00035	N	TRUE	20		A10	1.0949000120163	0.95770001411438
CP00035	N	TRUE	20		A11	1.11870002746582	1.01989996433258
CP00035	N	TRUE	20		A12	1.22370004653931	0.839299976825714
CP00035	N	TRUE	20		B1	1.21630001068115	0.880100011825562
CP00035	N	TRUE	20		B2	1.14559996128082	1.0106999874115
CP00035	N	TRUE	20		B3	1.07140004634857	1.03219997882843
CP00035	N	TRUE	20		B4	1.04719996452332	1.10710000991821
CP00035	N	TRUE	20		B5	1.10720002651215	1.17289996147156
CP00035	N	TRUE	20		B6	1.10399997234344	0.992200016975403
CP00035	N	TRUE	20		B7	1.11389994621277	0.780499994754791
CP00035	N	TRUE	20		B8	1.18050003051758	1.01810002326965
CP00035	N	TRUE	20		B9	1.12059998512268	0.843200027942658
CP00035	N	TRUE	20		B10	1.14849996566772	1.06879997253418
CP00035	N	TRUE	20		B11	1.09070003032684	0.958000004291534
CP00035	N	TRUE	20		B12	1.15849995613098	0.847299993038178
CP00035	N	TRUE	20		C1	1.14619994163513	1.05550003051758
CP00035	N	TRUE	20		C2	1.11329996585846	1.07500004768372
CP00035	N	TRUE	20		C3	1.12650001049042	1.00929999351501
CP00035	N	TRUE	20		C4	1.067999958992	1.02479994297028
CP00035	N	TRUE	20		C5	1.09479999542236	0.992600023746491
CP00035	N	TRUE	20		C6	1.22060000896454	0.869899988174439
CP00035	N	TRUE	20		C7	1.13499999046326	1.0592999458313
CP00035	N	TRUE	20		C8	1.21909999847412	0.892400026321411
CP00035	N	TRUE	20		C9	1.1713000535965	1.07219994068146
CP00035	N	TRUE	20		C10	1.12979996204376	0.97409999370575
CP00035	N	TRUE	20		C11	1.17900002002716	0.832599997520447
CP00035	N	TRUE	20		C12	1.1085000038147	1.01820003986359
CP00035	N	TRUE	20		D1	1.13320004940033	1.02569997310638
CP00035	N	TRUE	20		D2	1.20840001106262	1.11360001564026
CP00035	N	TRUE	20		D3	1.19249999523163	1.10640001296997
CP00035	N	TRUE	20		D4	1.10940003395081	1.14269995689392
CP00035	N	TRUE	20		D5	1.06620001792908	1.09479999542236
CP00035	N	TRUE	20		D6	1.09039998054504	1.15359997749329
CP00035	N	TRUE	20		D7	1.17770004272461	1.057000041008
CP00035	N	TRUE	20		D8	1.10549998283386	1.13230001926422
CP00035	N	TRUE	20		D9	1.1331000328064	1.16970002651215
CP00035	N	TRUE	20		D10	1.15009999275208	1.16939997673035
CP00035	N	TRUE	20		D11	1.23210000991821	1.03719997406006
CP00035	N	TRUE	20		D12	1.15139997005463	1.00590002536774
CP00035	N	TRUE	20		E1	1.16429996490479	1.03149998188019
CP00035	N	TRUE	20		E2	1.16009998321533	1.03939998149872
CP00035	N	TRUE	20		E3	1.16729998588562	1.02530002593994
CP00035	N	TRUE	20		E4	1.144700050354	1.12249994277954
CP00035	N	TRUE	20		E5	1.1139999628067	1.06009995937347
CP00035	N	TRUE	20		E6	1.1411999464035	1.07959997653961
CP00035	N	TRUE	20		E7	1.16750001907349	0.996800005435944
CP00035	N	TRUE	20		E8	1.15789997577667	1.01779997348785
CP00035	N	TRUE	20		E9	1.14460003376007	1.06879997253418
CP00035	N	TRUE	20		E10	1.1574000120163	1.01639997959137
CP00035	N	TRUE	20		E11	1.20070004463196	1.10510003566742
CP00035	N	TRUE	20		E12	1.20130002498627	0.819100022315979
CP00035	N	TRUE	20		F1	1.24609994888306	0.883899986743927
CP00035	N	TRUE	20		F2	1.22660005092621	0.929700016975403
CP00035	N	TRUE	20		F3	1.12740004062653	1.09239995479584
CP00035	N	TRUE	20		F4	1.13320004940033	1.20759999752045
CP00035	N	TRUE	20		F5	1.09769999980927	1.17470002174377
CP00035	N	TRUE	20		F6	1.17079997062683	1.0683000087738
CP00035	N	TRUE	20		F7	1.25750005245209	0.9132000207901
CP00035	N	TRUE	20		F8	1.1900999546051	1.03830003738403
CP00035	N	TRUE	20		F9	1.12189996242523	1.12059998512268
CP00035	N	TRUE	20		F10	1.15520000457764	1.07400000095367
CP00035	N	TRUE	20		F11	1.1690000295639	1.04180002212524
CP00035	N	TRUE	20		F12	1.1657999753952	1.11459994316101
CP00035	N	TRUE	20		G1	1.20229995250702	1.1182999610900899
CP00035	N	TRUE	20		G2	1.15470004081726	1.11810004711151
CP00035	N	TRUE	20		G3	1.18640005588532	1.06369996070862
CP00035	N	TRUE	20		G4	1.23969995975494	1.19519996643066
CP00035	N	TRUE	20		G5	1.21029996871948	1.11740005016327
CP00035	N	TRUE	20		G6	1.21770000457764	1.11129999160767
CP00035	N	TRUE	20		G7	1.16830003261566	1.08940005302429
CP00035	N	TRUE	20		G8	1.19179999828339	1.10549998283386
CP00035	N	TRUE	20		G9	1.21249997615814	1.10959994792938
CP00035	N	TRUE	20		G10	1.17949998378754	1.02830004692078
CP00035	N	TRUE	20		G11	1.23370003700256	0.867200016975403
CP00035	N	TRUE	20		G12	1.14719998836517	1.05999994277954
CP00035	N	TRUE	20		H1	1.22039997577667	1.11070001125336
CP00035	N	TRUE	20		H2	1.16760003566742	1.07079994678497
CP00035	N	TRUE	20		H3	1.24479997158051	1.1570999622345
CP00035	N	TRUE	20		H4	1.22220003604889	1.26610004901886
CP00035	N	TRUE	20		H5	1.12909996509552	1.15699994564056
CP00035	N	TRUE	20		H6	1.18879997730255	1.25880002975464
CP00035	N	TRUE	20		H7	1.23049998283386	1.11199998855591
CP00035	N	TRUE	20		H8	1.19490003585815	1.22230005264282
CP00035	N	TRUE	20		H9	1.18599998950958	1.2315000295639
CP00035	N	TRUE	20		H10	1.19570004940033	1.21930003166199
CP00035	N	TRUE	20		H11	1.29149997234344	1.10179996490479
CP00035	N	TRUE	20		H12	1.19500005245209	1.05050003528595
CP00035	N	TRUE	10		A1	1.09130001068115	0.973900020122528
CP00035	N	TRUE	10		A2	1.12909996509552	1.02779996395111
CP00035	N	TRUE	10		A3	1.12969994544983	0.997900009155273
CP00035	N	TRUE	10		A4	1.07050001621246	1.05229997634888
CP00035	N	TRUE	10		A5	1.03069996833801	0.989700019359589
CP00035	N	TRUE	10		A6	1.06029999256134	1.00240004062653
CP00035	N	TRUE	10		A7	1.14330005645752	0.96560001373291
CP00035	N	TRUE	10		A8	1.2010999917984	1.05649995803833
CP00035	N	TRUE	10		A9	1.0514999628067	0.991400003433228
CP00035	N	TRUE	10		A10	1.11000001430511	1.00329995155334
CP00035	N	TRUE	10		A11	1.08920001983643	1.01080000400543
CP00035	N	TRUE	10		A12	1.1389000415802	1.06980001926422
CP00035	N	TRUE	10		B1	1.13689994812012	1.17519998550415
CP00035	N	TRUE	10		B2	1.10350000858307	1.17149996757507
CP00035	N	TRUE	10		B3	1.07019996643066	1.03840005397797
CP00035	N	TRUE	10		B4	1.02900004386902	1.08650004863739
CP00035	N	TRUE	10		B5	1.10119998455048	1.15849995613098
CP00035	N	TRUE	10		B6	1.09949994087219	0.997099995613098
CP00035	N	TRUE	10		B7	1.03050005435944	0.973800003528595
CP00035	N	TRUE	10		B8	1.18889999389648	1.03859996795654
CP00035	N	TRUE	10		B9	1.03260004520416	1.04059994220734
CP00035	N	TRUE	10		B10	1.13160002231598	1.07249999046326
CP00035	N	TRUE	10		B11	1.08179998397827	0.961199998855591
CP00035	N	TRUE	10		B12	1.08340001106262	1.03659999370575
CP00035	N	TRUE	10		C1	1.1574000120163	1.09270000457764
CP00035	N	TRUE	10		C2	1.10580003261566	1.07650005817413
CP00035	N	TRUE	10		C3	1.119500041008	1.0139000415802
CP00035	N	TRUE	10		C4	1.05859994888306	1.0194000005722
CP00035	N	TRUE	10		C5	1.07949995994568	0.984399974346161
CP00035	N	TRUE	10		C6	1.14330005645752	1.03250002861023
CP00035	N	TRUE	10		C7	1.16530001163483	1.09940004348755
CP00035	N	TRUE	10		C8	1.16089999675751	1.09070003032684
CP00035	N	TRUE	10		C9	1.17159998416901	1.09609997272491
CP00035	N	TRUE	10		C10	1.11059999465942	0.966799974441528
CP00035	N	TRUE	10		C11	1.09049999713898	1.02730000019073
CP00035	N	TRUE	10		C12	1.0958000421524	1.02230000495911
CP00035	N	TRUE	10		D1	1.15180003643036	1.05799996852875
CP00035	N	TRUE	10		D2	1.21399998664856	1.13180005550385
CP00035	N	TRUE	10		D3	1.20949995517731	1.13240003585815
CP00035	N	TRUE	10		D4	1.10459995269775	1.12839996814728
CP00035	N	TRUE	10		D5	1.06700003147125	1.08589994907379
CP00035	N	TRUE	10		D6	1.08729994297028	1.13619995117188
CP00035	N	TRUE	10		D7	1.19280004501343	1.08749997615814
CP00035	N	TRUE	10		D8	1.10119998455048	1.12189996242523
CP00035	N	TRUE	10		D9	1.13989996910095	1.17499995231628
CP00035	N	TRUE	10		D10	1.13740003108978	1.15620005130768
CP00035	N	TRUE	10		D11	1.2195999622345	1.03180003166199
CP00035	N	TRUE	10		D12	1.14429998397827	1.00380003452301
CP00035	N	TRUE	10		E1	1.15639996528625	1.03419995307922
CP00035	N	TRUE	10		E2	1.15869998931885	1.04589998722076
CP00035	N	TRUE	10		E3	1.16330003738403	1.02839994430542
CP00035	N	TRUE	10		E4	1.15209996700287	1.13870000839233
CP00035	N	TRUE	10		E5	1.10300004482269	1.05309998989105
CP00035	N	TRUE	10		E6	1.14049994945526	1.0819000005722
CP00035	N	TRUE	10		E7	1.15480005741119	0.991100013256073
CP00035	N	TRUE	10		E8	1.14900004863739	1.01950001716614
CP00035	N	TRUE	10		E9	1.13460004329681	1.06289994716644
CP00035	N	TRUE	10		E10	1.15620005130768	1.02390003204346
CP00035	N	TRUE	10		E11	1.18540000915527	1.0978000164032
CP00035	N	TRUE	10		E12	1.12839996814728	1.02859997749329
CP00035	N	TRUE	10		F1	1.17789995670319	1.2209000587463399
CP00035	N	TRUE	10		F2	1.17540001869202	1.23489999771118
CP00035	N	TRUE	10		F3	1.11549997329712	1.08669996261597
CP00035	N	TRUE	10		F4	1.13719999790192	1.20410001277924
CP00035	N	TRUE	10		F5	1.09630000591278	1.16470003128052
CP00035	N	TRUE	10		F6	1.17040002346039	1.07299995422363
CP00035	N	TRUE	10		F7	1.18550002574921	1.13419997692108
CP00035	N	TRUE	10		F8	1.17690002918243	1.03299999237061
CP00035	N	TRUE	10		F9	1.12370002269745	1.12440001964569
CP00035	N	TRUE	10		F10	1.144700050354	1.07169997692108
CP00035	N	TRUE	10		F11	1.22510004043579	1.11870002746582
CP00035	N	TRUE	10		F12	1.17030000686646	1.12170004844666
CP00035	N	TRUE	10		G1	1.2253999710083	1.15939998626709
CP00035	N	TRUE	10		G2	1.1525000333786	1.12329995632172
CP00035	N	TRUE	10		G3	1.18019998073578	1.06819999217987
CP00035	N	TRUE	10		G4	1.2474000453949	1.20969998836517
CP00035	N	TRUE	10		G5	1.21979999542236	1.13370001316071
CP00035	N	TRUE	10		G6	1.25090003013611	1.16380000114441
CP00035	N	TRUE	10		G7	1.16359996795654	1.09060001373291
CP00035	N	TRUE	10		G8	1.22189998626709	1.15260004997253
CP00035	N	TRUE	10		G9	1.26429998874664	1.18410003185272
CP00035	N	TRUE	10		G10	1.16980004310608	1.02939999103546
CP00035	N	TRUE	10		G11	1.16040003299713	1.09179997444153
CP00035	N	TRUE	10		G12	1.14330005645752	1.06630003452301
CP00035	N	TRUE	10		H1	1.2474000453949	1.1628999710083
CP00035	N	TRUE	10		H2	1.2432999610900899	1.16670000553131
CP00035	N	TRUE	10		H3	1.25849997997284	1.18250000476837
CP00035	N	TRUE	10		H4	1.25619995594025	1.29770004749298
CP00035	N	TRUE	10		H5	1.19379997253418	1.22809994220734
CP00035	N	TRUE	10		H6	1.20459997653961	1.25940001010895
CP00035	N	TRUE	10		H7	1.2610000371933	1.15659999847412
CP00035	N	TRUE	10		H8	1.23889994621277	1.27300000190735
CP00035	N	TRUE	10		H9	1.22730004787445	1.27849996089935
CP00035	N	TRUE	10		H10	1.22720003128052	1.26380002498627
CP00035	N	TRUE	10		H11	1.30369997024536	1.12810003757477
CP00035	N	TRUE	10		H12	1.19570004940033	1.05830001831055
CP00036	N	FALSE	40		A1	1.4253000020980835	0.83160001039505
CP00036	N	FALSE	40		A2	1.1607999801635742	1.1687999963760376
CP00036	N	FALSE	40		A3	1.1404000520706177	1.0326999425888062
CP00036	N	FALSE	40		A4	1.242799997329712	1.108199954032898
CP00036	N	FALSE	40		A5	1.2110999822616577	0.9168999791145325
CP00036	N	FALSE	40		A6	1.4902000427246094	0.9210000038146973
CP00036	N	FALSE	40		A7	1.348099946975708	0.8529999852180481
CP00036	N	FALSE	40		A8	1.2756999731063843	0.9952999949455261
CP00036	N	FALSE	40		A9	1.294800043106079	0.8294000029563904
CP00036	N	FALSE	40		A10	1.25	0.9588000178337097
CP00036	N	FALSE	40		A11	1.323799967765808	0.9142000079154968
CP00036	N	FALSE	40		A12	1.4345999956130981	0.9057999849319458
CP00036	N	FALSE	40		B1	1.225100040435791	0.9124000072479248
CP00036	N	FALSE	40		B2	1.4634000062942505	0.8968999981880188
CP00036	N	FALSE	40		B3	1.2317999601364136	0.8737999796867371
CP00036	N	FALSE	40		B4	1.222599983215332	0.8712999820709229
CP00036	N	FALSE	40		B5	1.2297999858856201	1.0755000114440918
CP00036	N	FALSE	40		B6	1.0729999542236328	1.1815999746322632
CP00036	N	FALSE	40		B7	0.5167999863624573	0.42739999294281006
CP00036	N	FALSE	40		B8	0.593500018119812	0.5073000192642212
CP00036	N	FALSE	40		B9	0.5293999910354614	0.44110000133514404
CP00036	N	FALSE	40		B10	0.5896000266075134	0.5004000067710876
CP00036	N	FALSE	40		B11	0.5666000247001648	0.4814000129699707
CP00036	N	FALSE	40		B12	0.5703999996185303	0.4832000136375427
CP00036	N	FALSE	40		C1	0.5205000042915344	0.4300999939441681
CP00036	N	FALSE	40		C2	0.5285999774932861	0.4406000077724457
CP00036	N	FALSE	40		C3	0.5221999883651733	0.43529999256134033
CP00036	N	FALSE	40		C4	0.5328999757766724	0.4438999891281128
CP00036	N	FALSE	40		C5	0.5336999893188477	0.44609999656677246
CP00036	N	FALSE	40		C6	0.5252000093460083	0.43639999628067017
CP00036	N	FALSE	40		C7	0.5407999753952026	0.45239999890327454
CP00036	N	FALSE	40		C8	0.5958999991416931	0.510699987411499
CP00036	N	FALSE	40		C9	0.5476999878883362	0.4577000141143799
CP00036	N	FALSE	40		C10	0.5501000285148621	0.4629000127315521
CP00036	N	FALSE	40		C11	0.5501000285148621	0.46560001373291016
CP00036	N	FALSE	40		C12	0.5590000152587891	0.4722000062465668
CP00036	N	FALSE	40		D1	1.4421000480651855	0.8544999957084656
CP00036	N	FALSE	40		D2	1.4384000301361084	0.8815000057220459
CP00036	N	FALSE	40		D3	1.1658999919891357	1.067199945449829
CP00036	N	FALSE	40		D4	1.2203999757766724	1.0236999988555908
CP00036	N	FALSE	40		D5	1.2796000242233276	0.902899980545044
CP00036	N	FALSE	40		D6	1.4984999895095825	0.9483000040054321
CP00036	N	FALSE	40		D7	1.2461999654769897	0.9449999928474426
CP00036	N	FALSE	40		D8	1.2891000509262085	1.045699954032898
CP00036	N	FALSE	40		D9	1.3136999607086182	0.8393999934196472
CP00036	N	FALSE	40		D10	1.1584999561309814	1.169100046157837
CP00036	N	FALSE	40		D11	1.179800033569336	1.1647000312805176
CP00036	N	FALSE	40		D12	1.1606999635696411	1.0612000226974487
CP00036	N	FALSE	40		E1	1.2424999475479126	1.0300999879837036
CP00036	N	FALSE	40		E2	1.4240000247955322	0.9013000130653381
CP00036	N	FALSE	40		E3	1.1461999416351318	0.9682000279426575
CP00036	N	FALSE	40		E4	1.1821999549865723	0.8431000113487244
CP00036	N	FALSE	40		E5	1.131100058555603	0.9987999796867371
CP00036	N	FALSE	40		E6	0.9574999809265137	0.9994000196456909
CP00036	N	FALSE	40		E7	0.5672000050544739	0.47929999232292175
CP00036	N	FALSE	40		E8	0.5627999901771545	0.47620001435279846
CP00036	N	FALSE	40		E9	0.5982000231742859	0.5115000009536743
